Date,"Linux","Debian","Ubuntu","Red Hat Enterprise Linux","Windows XP","Windows 7","Windows 8","Windows 8.1","Windows Vista","Windows 10"
2023-08-02,6779,1151,1857,973,1777,2121,881,627,1065,3661
2023-08-03,6398,1119,1632,984,1945,2131,941,696,1083,3938
2023-08-04,6393,1141,1616,744,1846,2196,857,604,1126,3465
2023-08-05,5468,851,1412,381,1769,1908,851,664,999,3355
2023-08-06,5474,957,1416,414,1681,2101,941,623,1011,3272
2023-08-07,7209,1117,1771,952,1804,2154,944,627,1025,3850
2023-08-08,7424,1158,1802,973,1901,2327,991,638,1113,3815
2023-08-09,7409,1204,2038,980,1933,2264,982,696,1151,4104
2023-08-10,7562,1157,2073,1042,1940,2176,887,656,1163,3866
2023-08-11,6904,1151,1731,955,1751,2037,908,632,980,3603
2023-08-12,6529,1076,1443,379,1747,1976,850,603,1024,3415
2023-08-13,6288,1012,1524,395,1675,1949,862,610,935,3177
2023-08-14,6614,1054,1812,961,1865,2034,845,618,1101,3596
2023-08-15,6781,1179,1867,882,1884,2204,962,702,1057,3685
2023-08-16,7053,1922,1830,998,1960,2097,892,635,1056,3759
2023-08-17,7106,1858,1915,967,1924,2216,929,653,1110,3731
2023-08-18,7055,1498,1745,854,1881,2150,923,680,978,3654
2023-08-19,6578,1053,1342,380,1639,1895,760,539,930,3226
2023-08-20,6321,1478,1570,413,1667,2057,869,631,993,3344
2023-08-21,7068,1393,1837,978,1854,2140,981,644,1092,3588
2023-08-22,7637,1359,1820,1031,1882,2220,937,662,1055,3788
2023-08-23,6999,1164,1783,1030,2078,2341,992,889,1368,3707
2023-08-24,7165,1079,1785,1087,2169,2302,1005,715,1261,3550
2023-08-25,7044,1107,1677,829,2145,2351,970,698,1180,3321
2023-08-26,5963,947,1472,398,1615,1952,753,549,906,2901
2023-08-27,5856,900,1487,396,1790,2165,874,627,1069,2956
2023-08-28,6980,1159,1924,910,1896,2172,917,615,1107,3420
2023-08-29,6851,1198,1766,1061,1894,2211,1010,621,1085,3493
2023-08-30,6520,1096,1723,1162,1957,2247,951,623,1169,3539
2023-08-31,6717,1062,1694,1102,1852,2137,949,599,1069,3443
2023-09-01,6484,1077,1499,888,1693,1986,935,596,1011,3418
2023-09-02,5993,930,1307,546,1534,1848,877,675,940,3128
2023-09-03,5868,1022,1337,568,1554,1821,877,621,934,3294
2023-09-04,6862,1081,1767,882,1798,1995,974,695,1073,3610
2023-09-05,7195,1178,1782,973,1917,2122,954,665,1095,3814
2023-09-06,7648,1197,1835,1035,1985,2163,957,663,1187,3706
2023-09-07,7169,1133,1799,920,2200,2476,1021,619,1130,3884
2023-09-08,6842,1049,1722,882,1990,2396,959,691,1043,3836
2023-09-09,6500,963,1326,409,1682,1979,884,638,1067,3192
2023-09-10,6202,933,1415,354,1728,2025,862,598,1053,3350
2023-09-11,7709,1265,1980,982,1881,2183,971,635,1075,3868
2023-09-12,7664,1219,1920,1096,1925,2186,1006,660,1113,4137
2023-09-13,4395,1251,1936,1079,2059,2192,941,629,1235,3182
2023-09-14,4320,1252,1944,968,2131,2160,954,621,1188,3124
2023-09-15,3983,1283,1612,889,1997,1989,965,677,1140,3089
2023-09-16,3328,998,1405,383,2005,1885,876,609,1037,2699
2023-09-17,3796,1040,1454,404,2160,2083,867,620,1105,2604
2023-09-18,4362,1100,1671,1046,2123,2128,1027,703,1221,3035
2023-09-19,4470,1203,1720,1059,2153,2157,950,581,1163,3085
2023-09-20,4169,1149,1654,1117,2029,2212,971,715,1144,3012
2023-09-21,4425,1175,1719,1151,2165,2351,1050,696,1268,3177
2023-09-22,4023,1064,1662,954,1921,2177,929,589,1095,3121
2023-09-23,3347,897,1370,413,1838,2019,806,601,1025,2715
2023-09-24,3410,957,1360,418,1901,2020,879,632,1121,2535
2023-09-25,4299,1203,1815,1049,2062,2307,976,608,1177,2993
2023-09-26,4113,1151,1676,1165,1906,2272,1006,641,1127,3047
2023-09-27,4640,1249,1829,1079,2028,2120,954,639,1194,3016
2023-09-28,4441,1293,1633,1068,1973,2145,974,725,1147,3080
2023-09-29,3866,1176,1508,867,1940,2166,887,658,1137,2991
2023-09-30,3283,934,1387,439,1773,1998,909,679,1142,2554
2023-10-01,3348,1126,1426,403,1670,2004,954,642,1067,2610
2023-10-02,3996,1230,1700,874,1838,2334,970,668,1206,2914
2023-10-03,4120,1161,1705,974,1976,2205,901,589,1099,2894
2023-10-04,3741,1203,1802,1007,1963,2134,1006,683,1104,3003
2023-10-05,3993,1051,1825,1035,1902,2089,1027,664,1143,2892
2023-10-06,3775,1113,1630,820,1982,2207,993,664,1335,2907
2023-10-07,3063,968,1383,417,1609,1866,839,581,936,2744
2023-10-08,3255,1224,1287,395,1671,1986,889,649,1053,2786
2023-10-09,4060,1293,1726,959,1849,2059,920,640,1154,2964
2023-10-10,4073,1216,1776,1053,1926,2225,996,727,1160,3214
2023-10-11,3898,1203,1737,1021,2001,2293,1074,739,1180,3467
2023-10-12,3941,1248,1973,1011,1852,2178,933,609,1111,3218
2023-10-13,3602,1146,2025,869,1934,2086,929,673,1035,3095
2023-10-14,3309,933,1599,373,1671,1798,750,584,986,2638
2023-10-15,3303,983,1572,390,1692,1890,800,648,999,2723
2023-10-16,4233,1176,1935,1025,1887,2159,965,731,1100,3160
2023-10-17,4147,1166,1890,973,1825,2214,973,726,1133,3722
2023-10-18,4554,1106,1896,1059,1964,2335,1013,734,1246,3354
2023-10-19,4523,1078,1725,996,2035,2185,944,698,1224,3230
2023-10-20,3957,1116,1796,857,1883,2145,940,655,1073,2703
2023-10-21,3558,908,1362,397,1791,2001,883,599,1002,2563
2023-10-22,3535,957,1477,383,1824,2069,865,623,1052,2616
2023-10-23,4146,1185,1801,924,2104,2276,964,719,1221,2930
2023-10-24,4536,1143,2052,999,2167,2166,960,731,1241,3026
2023-10-25,4397,1153,1835,982,3292,2324,993,662,1294,3057
2023-10-26,4243,1029,1847,976,2418,2233,1261,767,1331,3240
2023-10-27,3872,1094,1747,820,1994,2113,923,639,1217,3207
2023-10-28,3122,953,1451,437,1686,1870,746,614,1049,2562
2023-10-29,3308,1054,1395,433,1650,1708,827,624,1058,2626
2023-10-30,4083,1132,1683,991,2084,2118,948,714,1206,2845
2023-10-31,4346,1106,1640,1002,1939,2119,934,714,1211,3021
2023-11-01,4167,1139,1620,871,2025,2076,963,687,1183,3265
2023-11-02,4098,1163,1631,962,2053,2175,1020,777,1226,3185
2023-11-03,4003,1113,1567,854,1900,2129,894,676,1163,2961
2023-11-04,3492,936,1212,376,1674,1803,765,641,1001,2530
2023-11-05,3218,958,1360,448,1849,1785,856,626,1129,2814
2023-11-06,4081,1199,1653,1114,1991,2152,1059,660,1205,3050
2023-11-07,3913,1242,1660,1115,1937,2082,910,651,1206,3052
2023-11-08,3723,1117,1723,1080,1914,2181,1033,739,1204,3208
2023-11-09,3942,1176,1724,1076,1932,2029,920,652,1250,2899
2023-11-10,3837,995,1433,880,1948,1900,847,707,1161,3024
2023-11-11,3349,1006,1173,416,1738,1943,787,629,1017,2673
2023-11-12,3483,980,1262,368,1774,1810,941,628,1141,2695
2023-11-13,4213,1145,1565,1052,2004,2022,958,676,1185,3166
2023-11-14,4216,1199,1573,1043,2072,2117,957,674,1176,3258
2023-11-15,3954,1151,1498,1214,1867,2010,894,640,1174,3352
2023-11-16,4119,1129,1540,1127,1962,2185,1045,637,1125,3281
2023-11-17,3874,1136,1589,822,1809,2074,933,637,1119,3214
2023-11-18,3295,985,1294,378,1580,1850,839,622,1002,2828
2023-11-19,3521,977,1299,425,1709,1881,904,630,1088,2905
2023-11-20,4371,1195,1747,1005,2123,2278,1014,670,1240,3321
2023-11-21,4173,1161,1658,962,1827,2063,934,663,1132,3171
2023-11-22,4380,1187,1761,966,2004,2253,1009,743,1259,3223
2023-11-23,4054,1065,1542,817,1704,2008,914,613,1032,2885
2023-11-24,3802,1040,1491,675,1776,1891,904,663,1142,3778
2023-11-25,3375,981,1380,395,1779,1926,852,582,1045,3024
2023-11-26,3449,1020,1374,399,1674,1938,830,649,1061,2952
2023-11-27,4089,1174,1700,942,1963,1976,963,665,1146,3488
2023-11-28,4163,1228,1886,1089,1991,2127,947,706,1265,3288
2023-11-29,3988,1099,1684,1040,1983,2107,1018,694,1162,3865
2023-11-30,3848,1093,1560,970,1967,2103,887,616,1140,3332
2023-12-01,3699,1003,1942,835,1965,2012,867,667,1115,3268
2023-12-02,3441,928,1413,414,1683,1913,819,603,1024,2818
2023-12-03,3311,939,1360,399,1700,1817,820,606,1093,2900
2023-12-04,3844,1136,1562,918,1969,2090,1002,708,1209,3169
2023-12-05,3987,1150,1647,905,1890,2166,1037,702,1121,3066
2023-12-06,3941,1097,1735,963,2151,2234,1038,770,1162,3660
2023-12-07,3892,1128,1677,974,2005,2104,976,685,1186,3189
2023-12-08,3658,1165,1621,820,1943,2012,909,629,1130,3251
2023-12-09,3312,984,1417,391,1660,1940,909,691,992,3009
2023-12-10,3530,1073,1363,444,1868,1848,858,641,1056,2874
2023-12-11,4154,1271,1788,907,1830,2056,918,721,1130,3228
2023-12-12,4236,1217,1778,971,1793,1990,910,673,1055,3459
2023-12-13,4324,1147,1806,1002,2074,2036,1046,755,1152,3598
2023-12-14,4045,1097,1726,910,2028,1974,862,639,1106,3243
2023-12-15,3741,1015,1571,720,1919,1914,883,639,1058,3049
2023-12-16,3414,898,1379,344,1688,1896,873,651,905,2729
2023-12-17,3341,906,1447,341,1638,1837,907,595,954,2754
2023-12-18,4051,1196,1817,934,1803,2091,953,701,1076,3273
2023-12-19,4043,1183,1880,843,1807,1997,861,657,1095,2939
2023-12-20,4012,1150,1785,871,1709,1823,842,738,1038,2942
2023-12-21,3643,990,1667,774,1734,1963,844,640,1133,3206
2023-12-22,3473,1056,1520,567,1678,2014,943,669,1037,4019
2023-12-23,3232,944,1254,304,1623,1917,829,699,967,3271
2023-12-24,3184,748,1325,311,1590,1693,666,631,859,2834
2023-12-25,3333,874,1350,373,1574,1656,718,568,1046,2972
2023-12-26,3565,950,1464,497,1696,1909,854,658,957,3018
2023-12-27,3875,1428,1501,494,1663,1964,891,824,1046,3161
2023-12-28,3890,1021,1481,552,1603,1834,827,735,889,2856
2023-12-29,3638,1027,1460,459,1660,1862,809,630,935,2836
2023-12-30,3274,1033,1284,299,1631,1900,831,637,972,2951
2023-12-31,3830,890,1200,279,1450,1830,813,588,859,2591
2024-01-01,4024,882,1382,372,1565,1997,876,687,947,2856
2024-01-02,4057,1078,1705,788,1780,2121,955,791,1092,3435
2024-01-03,3904,1104,1634,863,2102,2271,1055,789,1135,3369
2024-01-04,3855,1186,1819,951,2721,2187,972,784,1250,3260
2024-01-05,3787,1100,1637,927,2496,2109,1015,770,1145,3220
2024-01-06,3448,955,1508,376,1967,1941,868,621,1075,3028
2024-01-07,3275,992,1451,398,1855,1860,888,655,1041,2875
2024-01-08,3806,1308,1923,1056,1929,2013,871,611,1095,3254
2024-01-09,4574,1453,2789,1273,2095,2162,984,768,1222,4028
2024-01-10,4349,1455,2637,1306,1981,2323,962,701,1211,4089
2024-01-11,4349,1452,2729,1183,2195,2195,1002,763,1253,3965
2024-01-12,4081,1400,2491,1051,2140,2331,1044,777,1233,3931
2024-01-13,3492,1333,2143,460,1998,2026,866,684,1069,3429
2024-01-14,3721,1178,2189,453,1852,1939,903,662,1107,3484
2024-01-15,4137,1433,2595,991,1970,2142,917,670,1142,3574
2024-01-16,4203,1485,2827,1132,2192,2375,1003,784,1259,3895
2024-01-17,4259,1566,2687,1165,1997,2199,1002,705,1190,3802
2024-01-18,4230,1571,2717,1217,2003,2207,1024,724,1251,3670
2024-01-19,4953,1501,2599,1066,2064,2134,991,662,1187,3611
2024-01-20,3943,1289,2040,441,1871,2005,875,634,991,3505
2024-01-21,3887,1354,2151,447,1879,2092,1000,703,1153,3534
2024-01-22,4334,1486,2659,1113,2015,2131,983,738,1210,3562
2024-01-23,4708,1552,2812,1161,2193,2241,984,691,1242,3819
2024-01-24,4768,1571,2784,1256,2160,2382,1170,749,1252,4171
2024-01-25,4411,1518,2625,1172,2156,2241,966,668,1166,3926
2024-01-26,4008,1343,2634,905,2010,2183,959,704,1148,3690
2024-01-27,3693,1246,2296,436,1927,2035,899,701,1142,3864
2024-01-28,3848,1262,2364,448,1951,2122,962,698,1136,3714
2024-01-29,4618,1533,2959,1224,2201,2164,1063,717,1261,4239
2024-01-30,4713,1522,2983,1261,2269,2370,1076,812,1616,4294
2024-01-31,4578,1534,3162,1222,2254,2438,1058,787,1382,4523
2024-02-01,4273,1309,2295,1152,2016,2522,1034,754,1246,3454
2024-02-02,3736,1234,1902,1032,1989,2598,976,696,1205,3213
2024-02-03,3300,1115,1607,408,1909,2274,984,724,1066,3193
2024-02-04,3407,1050,1703,396,1924,2359,1027,654,1192,3222
2024-02-05,4008,1266,2107,1059,2201,2437,1080,775,1368,3480
2024-02-06,4339,1227,2113,1266,2236,2352,1060,740,1388,3432
2024-02-07,3903,1328,2222,1238,2133,2276,995,707,1321,3486
2024-02-08,3867,1265,1982,1148,2130,2189,994,689,1309,3352
2024-02-09,3470,1166,1773,948,2006,2142,883,670,1182,2991
2024-02-10,3125,1053,1642,389,1904,1937,849,636,1148,2801
2024-02-11,3205,1125,1484,452,2033,2070,922,682,1175,2887
2024-02-12,4071,1314,1982,1145,2203,2119,1016,715,1292,2994
2024-02-13,4183,1292,2013,1173,2102,2127,996,776,1266,3312
2024-02-14,3839,1189,1949,1068,2027,1975,933,683,1266,3221
2024-02-15,3734,2046,1978,1164,1924,2191,962,708,1261,3164
2024-02-16,3732,1719,1836,963,2082,2065,931,626,1127,2959
2024-02-17,3328,1052,1584,450,2015,2081,900,725,1233,2666
2024-02-18,3148,1068,1518,443,1878,2041,826,659,1125,2600
2024-02-19,3798,1339,2027,1003,2018,2262,966,681,1186,3001
2024-02-20,3846,1485,1977,1159,2158,2298,1028,761,1317,3277
2024-02-21,3780,1442,2027,1231,2112,2288,1047,715,1275,3101
2024-02-22,3735,2317,1918,1162,2196,2213,958,717,1227,3117
2024-02-23,3494,1261,1826,1009,1914,1937,837,688,1134,3074
2024-02-24,3000,1034,1560,452,1860,2071,834,629,1062,3160
2024-02-25,2898,1064,1640,402,1963,2082,974,632,1204,2642
2024-02-26,3876,1214,2030,1074,2512,2311,983,697,1320,3016
2024-02-27,3904,1212,1950,1130,2270,2313,936,636,1225,3075
2024-02-28,4065,1201,1919,1241,2142,2171,972,716,1166,3150
2024-02-29,3985,1279,1983,1208,2026,2253,913,700,1183,2946
2024-03-01,3489,1255,1931,1001,1902,2322,877,625,1041,2863
2024-03-02,3070,1088,1648,377,1769,1906,857,619,1018,2757
2024-03-03,3255,1104,1861,444,1764,1874,926,648,1005,2495
2024-03-04,3662,1304,2164,1179,2024,1921,809,647,1119,2809
2024-03-05,4131,1352,2058,1214,2141,2243,956,700,1210,3168
2024-03-06,4014,1407,2135,1161,2028,2406,1025,663,1187,3128
2024-03-07,3880,1157,1988,1245,1947,2006,914,649,1115,3122
2024-03-08,3753,1131,1944,983,1821,1860,910,599,1036,2880
2024-03-09,3148,914,1537,458,1782,1879,864,597,1071,2717
2024-03-10,3180,1082,1593,441,1849,1931,798,565,948,2681
2024-03-11,3722,1213,1928,1147,1827,2020,892,629,1092,2870
2024-03-12,3863,1196,2050,1215,2055,2042,893,673,1121,3252
2024-03-13,3878,1223,2059,1238,2052,2141,870,666,1181,3268
2024-03-14,3808,1182,1910,1185,1956,2068,980,727,1154,3214
2024-03-15,3466,1163,1898,1027,1863,2037,875,715,1143,2877
2024-03-16,3018,1024,1509,430,1709,1802,789,614,1010,2569
2024-03-17,3089,925,1562,390,1719,1729,848,664,1129,2750
2024-03-18,3823,1185,2004,1063,1998,1997,928,737,1179,2792
2024-03-19,3958,1250,1957,1210,2054,2096,892,715,1192,2868
2024-03-20,3747,1159,1911,1067,2042,2030,935,735,1256,2721
2024-03-21,3591,1203,1955,1071,2003,2025,883,658,1190,2852
2024-03-22,3577,1075,1769,885,1844,2039,866,612,1110,2768
2024-03-23,3138,1018,1442,415,1773,1892,786,594,1040,2631
2024-03-24,3303,1040,1583,366,1764,1814,792,643,1000,2499
2024-03-25,3716,1132,1835,946,1949,1974,900,752,1140,2870
2024-03-26,3730,1161,1965,1071,2132,2044,870,686,1122,2880
2024-03-27,3604,1145,1908,975,1922,2001,851,644,1094,2924
2024-03-28,3502,1707,1935,1309,2257,2100,1303,835,1069,3030
2024-03-29,3358,1140,1823,646,1763,1892,747,581,1069,2590
2024-03-30,3192,1258,1754,549,1623,1799,771,591,957,2567
2024-03-31,3326,1250,1522,483,1592,1726,777,598,934,2360
2024-04-01,3661,1412,1931,835,1805,1923,901,676,1106,2657
2024-04-02,3885,1689,2109,1191,1891,1988,887,631,1144,2723
2024-04-03,3921,1660,2194,1188,2015,2064,1057,650,1289,3311
2024-04-04,3848,1651,2114,1084,1977,2076,1074,748,1232,3427
2024-04-05,3840,1408,1981,896,1878,1934,1007,689,1172,3038
2024-04-06,3270,1140,1666,471,1844,1798,886,646,1070,2678
2024-04-07,3322,1099,1689,470,1799,1895,836,659,988,2644
2024-04-08,3652,1206,1935,995,2674,2128,977,701,1256,2976
2024-04-09,3788,1418,2183,1121,2113,2078,987,659,1206,3076
2024-04-10,3631,1275,2005,1088,2116,2023,916,693,1045,3173
2024-04-11,3781,1189,2023,1052,2013,2014,941,729,1204,3165
2024-04-12,3709,1212,1948,979,1965,1986,868,706,1088,3024
2024-04-13,3060,1096,1792,410,1851,1947,827,616,1019,2754
2024-04-14,3070,1331,2251,446,1678,1793,755,543,949,2661
2024-04-15,3644,1319,2104,1049,2138,2143,1020,689,1269,2985
2024-04-16,3699,1273,3182,1204,2113,1978,914,643,1160,2945
2024-04-17,3792,1377,1968,1129,1965,1911,858,657,1099,2773
2024-04-18,3722,1290,2135,1124,2190,2085,979,703,1249,2984
2024-04-19,3589,1210,2424,880,1954,2047,905,680,1199,2844
2024-04-20,3025,1096,1746,414,1750,1839,826,613,1028,2520
2024-04-21,3193,1121,1761,425,1776,1946,871,624,1098,2585
2024-04-22,3743,1398,2733,1030,1974,2046,833,675,1166,2959
2024-04-23,3766,1339,2365,1208,2002,2058,893,623,1224,2885
2024-04-24,3994,1370,2636,1226,2055,2092,881,664,1218,2887
2024-04-25,4219,1297,3950,1183,1904,2103,938,667,1149,3012
2024-04-26,3658,1298,2976,965,1847,2116,843,660,1252,2851
2024-04-27,3271,1143,2055,483,1768,1836,804,620,1100,2556
2024-04-28,3133,1104,2034,535,1680,1809,789,619,1210,2526
2024-04-29,3947,1426,2369,1086,2028,2083,913,644,1162,2894
2024-04-30,3867,1334,2144,1150,2029,1990,831,611,1094,2804
2024-05-01,3778,1133,1896,871,1837,2021,877,624,1093,2683
2024-05-02,3831,1228,2039,1172,1937,2248,981,646,1221,3013
2024-05-03,3794,1316,1921,939,1903,2168,874,667,1234,2814
2024-05-04,3334,1107,1646,511,1745,2044,850,649,1114,2739
2024-05-05,3405,1078,1629,581,1703,2055,833,630,1012,2559
2024-05-06,3772,1214,1890,1184,1874,2136,888,664,1152,2911
2024-05-07,3737,1218,1880,1285,1890,2229,954,669,1296,2825
2024-05-08,3763,1128,1944,1215,1805,2033,904,619,1086,2740
2024-05-09,3788,1186,1926,1008,1643,2019,888,674,1146,2648
2024-05-10,3190,1576,1612,950,1651,1802,826,652,1148,2439
2024-05-11,3027,1326,1365,486,1519,1776,743,585,1103,2191
2024-05-12,2673,991,1389,423,1552,1819,799,628,964,2109
2024-05-13,3184,1236,1672,1037,1771,1969,1024,651,1147,2591
2024-05-14,3209,1164,1704,1184,1856,2026,913,673,1084,2796
2024-05-15,3248,1193,1661,1120,1843,1901,849,603,1055,2795
2024-05-16,3207,1146,1799,1159,1955,1910,938,686,1174,2688
2024-05-17,3255,1175,1631,953,1927,1954,905,719,1098,2603
2024-05-18,2578,994,1252,475,1525,1684,794,604,932,2416
2024-05-19,2682,1138,1355,541,1764,1837,963,678,1036,2446
2024-05-20,2981,1225,1658,1045,2123,2092,1020,821,1217,3219
2024-05-21,3712,1380,1879,1156,2201,2191,1051,770,1212,3212
2024-05-22,4001,1400,1909,1206,1988,2175,1012,705,1178,2909
2024-05-23,3645,1334,1907,1121,1918,2268,1101,846,1189,3551
2024-05-24,3172,1204,1953,963,1839,1998,1011,761,1096,3154
2024-05-25,2634,982,1525,484,1583,1787,898,666,974,2599
2024-05-26,2774,1030,1414,452,1425,1598,854,668,983,2561
2024-05-27,3167,1276,1687,1025,1714,1894,916,737,1055,2909
2024-05-28,3400,1351,1758,1124,1727,1947,931,727,1120,2983
2024-05-29,3268,1287,1848,1275,1714,1949,997,754,1050,3084
2024-05-30,3138,1298,1539,1141,1814,1798,846,651,1082,2856
2024-05-31,2844,1151,1513,900,1637,1841,861,689,1033,2574
2024-06-01,2544,1024,1459,438,1542,1546,797,640,988,2243
2024-06-02,2796,1114,1404,541,1410,1505,766,609,819,2376
2024-06-03,3232,1296,1782,1146,1710,1747,802,619,989,2744
2024-06-04,3235,1294,1958,1163,1570,1755,867,662,983,2756
2024-06-05,3274,1268,1842,1188,1599,1766,882,633,1008,2782
2024-06-06,3222,1259,1689,1065,1718,1745,903,633,1036,2698
2024-06-07,2996,1181,1690,849,1536,1699,803,654,941,2644
2024-06-08,2797,1050,1365,464,1389,1457,715,599,785,2352
2024-06-09,2662,966,1410,430,1309,1453,709,606,813,2208
2024-06-10,3138,1143,1609,958,1659,1818,874,656,1084,2683
2024-06-11,3275,1225,1751,1135,1626,1789,791,605,1019,2726
2024-06-12,3320,1223,1741,1148,1537,1723,802,599,965,2809
2024-06-13,3703,1203,1590,1099,1525,1764,822,613,978,2565
2024-06-14,3118,1126,1553,944,1454,1669,797,625,848,2525
2024-06-15,2503,1001,1202,475,1333,1511,680,492,783,2252
2024-06-16,2733,1001,1225,389,1200,1375,759,548,821,2141
2024-06-17,3080,1145,1643,966,1563,1610,837,645,1019,2469
2024-06-18,2997,1213,1529,982,1480,1731,778,568,969,2445
2024-06-19,3112,1196,1508,911,1493,1589,820,588,951,2572
2024-06-20,3145,1150,1710,1048,1748,1601,784,638,991,2526
2024-06-21,2954,1024,1384,855,1538,1538,785,551,878,2472
2024-06-22,2466,891,1384,422,1329,1499,829,532,779,2162
2024-06-23,2829,1040,1396,520,1338,1526,758,603,871,2336
2024-06-24,3432,1106,1670,1087,1549,1607,816,560,921,2696
2024-06-25,3331,1174,1621,1127,1605,1713,827,568,991,2562
2024-06-26,3235,1117,1671,1134,1634,1788,889,672,1016,2622
2024-06-27,3081,1192,1701,1145,1606,1970,825,637,1008,2499
2024-06-28,2830,1107,1464,905,1370,1557,749,512,864,2311
2024-06-29,2585,996,1282,389,1330,1559,728,526,783,2137
2024-06-30,2561,917,1167,482,1386,1506,793,559,844,2294
2024-07-01,3269,1237,1657,1235,1504,1751,848,587,984,2493
2024-07-02,3426,1271,1746,1159,1542,1681,785,560,907,2438
2024-07-03,3155,1237,1752,1011,1647,1753,902,634,936,2535
2024-07-04,2862,1122,1735,813,1527,1782,757,552,927,2276
2024-07-05,2760,1049,1495,863,1364,1587,704,560,894,2211
2024-07-06,2266,878,1280,380,1377,1535,686,552,859,1991
2024-07-07,2426,942,1289,437,1301,1588,788,590,891,2195
2024-07-08,2777,1204,1590,1007,1496,1793,826,574,915,2370
2024-07-09,2900,1131,1585,1089,1564,1741,830,606,932,2525
2024-07-10,2986,1137,1622,1023,1523,1757,771,722,979,2714
2024-07-11,3062,1114,1622,981,1647,1751,892,575,945,2380
2024-07-12,2816,1035,1502,901,1669,1927,814,581,989,2226
2024-07-13,2379,885,1192,447,1472,1700,699,552,869,2050
2024-07-14,2396,870,1085,421,1368,1718,667,549,841,1928
2024-07-15,2995,989,1453,848,1447,1834,787,561,915,2240
2024-07-16,3036,1079,1527,962,1488,1838,998,623,970,2293
2024-07-17,2989,982,1447,973,1687,1882,865,676,1019,2417
2024-07-18,3057,1251,1445,1205,1701,1868,974,616,1016,2296
2024-07-19,8570,1330,2183,1226,2598,2679,1263,918,1551,3530
2024-07-20,5755,1114,1962,644,2293,2225,1034,797,1377,2703
2024-07-21,3786,1060,1678,479,1996,1895,960,720,1197,2326
2024-07-22,3881,1187,1731,911,2004,2151,955,759,1160,2612
2024-07-23,3679,1266,1721,1001,1924,2135,877,663,1167,2546
2024-07-24,3682,1255,1763,990,1914,2172,907,688,1192,2479
2024-07-25,3470,1173,1747,971,1860,2063,894,656,1194,2444
2024-07-26,3258,1213,1559,915,1729,1866,845,606,1104,2315
2024-07-27,2798,948,1396,388,1503,1804,769,592,916,2108
2024-07-28,2681,908,1326,354,1558,1673,785,582,979,2206
2024-07-29,3111,1153,1613,923,1676,1905,883,692,1273,2623
2024-07-30,3228,1156,1805,1051,1649,1897,916,669,1012,2647
2024-07-31,3169,1178,1794,1017,1798,1849,896,679,1169,2384
2024-08-01,3168,1094,1683,910,1709,1747,805,588,901,2181
2024-08-02,2991,1039,1554,759,1564,1682,777,556,988,2155
2024-08-03,2631,877,1340,380,1489,1637,715,563,909,1921
2024-08-04,2584,878,1201,405,1551,1597,696,522,914,1921
2024-08-05,3143,1069,1645,817,1640,1791,788,579,968,2281
2024-08-06,3118,1144,1634,878,1870,1906,875,679,1064,2422
2024-08-07,3289,1190,1570,962,1699,1953,915,677,1083,2507
2024-08-08,3282,1146,1505,858,1699,1917,829,602,1082,2391
2024-08-09,2917,1032,1518,766,1581,1783,773,603,998,2258
2024-08-10,2508,910,1314,371,1497,1677,782,578,909,1997
2024-08-11,2435,1094,1355,347,1483,1689,765,564,944,1992
2024-08-12,3114,1105,1599,840,1605,1818,823,593,996,2326
2024-08-13,3277,1094,1707,947,1619,1855,812,674,1123,2401
2024-08-14,3249,1155,1713,877,1650,1861,836,702,1051,2501
2024-08-15,3067,1150,1629,847,1694,1797,750,626,1154,2360
2024-08-16,3034,1348,1543,737,1638,1649,789,639,1116,2216
2024-08-17,2638,1089,1334,374,1510,1647,765,618,902,2157
2024-08-18,2712,1030,1395,361,1675,1644,792,600,917,2145
2024-08-19,3229,1257,1811,845,1716,1856,881,726,1083,2378
2024-08-20,3304,1178,1756,885,1722,1845,866,665,1073,2384
2024-08-21,3365,1207,1740,994,1792,1818,894,649,1069,2407
2024-08-22,3434,1178,1705,906,1728,1863,896,673,1143,2146
2024-08-23,3277,1127,1573,738,1672,1756,861,639,1056,2107
2024-08-24,3001,996,1418,426,1532,1584,773,624,984,1951
2024-08-25,6210,1033,1416,378,1553,1553,835,574,930,1880
2024-08-26,4960,1236,1622,920,1802,1784,934,675,1066,2377
2024-08-27,4553,1284,1899,966,1712,1753,869,640,1103,2344
2024-08-28,4668,1272,1885,985,1945,1838,988,737,1160,2516
2024-08-29,4259,1243,1776,945,1732,1809,832,625,1057,2362
2024-08-30,3674,1156,1721,786,1757,1708,793,638,1049,2218
2024-08-31,3312,1026,1734,431,1520,1576,759,569,940,1996
2024-09-01,2970,1053,1519,370,1404,1590,715,593,829,1984
2024-09-02,3514,1151,1944,745,1565,1679,871,635,1068,2177
2024-09-03,3729,1271,1859,961,1702,1807,877,639,1103,2323
2024-09-04,3667,1232,1761,953,1652,1705,868,630,1038,2277
2024-09-05,3612,1240,1771,941,1654,1828,873,579,1084,2168
2024-09-06,3442,1134,1580,812,1679,1622,771,629,971,2122
2024-09-07,3479,925,1317,395,1449,1495,659,492,801,1790
2024-09-08,3235,989,1334,387,1502,1560,810,618,951,2038
2024-09-09,3748,1181,1809,925,1722,1601,757,603,1080,2237
2024-09-10,3719,1246,1733,952,1747,1715,808,615,1073,2414
2024-09-11,3706,1214,1782,920,1726,1656,796,591,1273,2421
2024-09-12,3789,1166,1711,911,1790,1743,798,615,1085,2323
